year_month_week,year,month,day,year_month,week
1647124,1647,12,25,164712,4
1648011,1648,1,1,164801,1
1648012,1648,1,8,164801,2
1648013,1648,1,15,164801,3
1648014,1648,1,22,164801,4
1648015,1648,1,29,164801,5
1648021,1648,2,5,164802,1
1648022,1648,2,12,164802,2
1648023,1648,2,19,164802,3
1648024,1648,2,26,164802,4
1648031,1648,3,4,164803,1
1648032,1648,3,11,164803,2
1648033,1648,3,18,164803,3
1648034,1648,3,25,164803,4
1648041,1648,4,1,164804,1
1648042,1648,4,8,164804,2
1648043,1648,4,15,164804,3
1648044,1648,4,22,164804,4
1648045,1648,4,29,164804,5
1648051,1648,5,6,164805,1
1648052,1648,5,13,164805,2
1648053,1648,5,20,164805,3
1648054,1648,5,27,164805,4
1648061,1648,6,3,164806,1
1648062,1648,6,10,164806,2
1648063,1648,6,17,164806,3
1648064,1648,6,24,164806,4
1648071,1648,7,1,164807,1
1648072,1648,7,8,164807,2
1648073,1648,7,15,164807,3
1648074,1648,7,22,164807,4
1648075,1648,7,29,164807,5
1648081,1648,8,5,164808,1
1648082,1648,8,12,164808,2
1648083,1648,8,19,164808,3
1648084,1648,8,26,164808,4
1648091,1648,9,2,164809,1
1648092,1648,9,9,164809,2
1648093,1648,9,16,164809,3
1648094,1648,9,23,164809,4
1648095,1648,9,30,164809,5
1648101,1648,10,7,164810,1
1648102,1648,10,14,164810,2
1648103,1648,10,21,164810,3
1648104,1648,10,28,164810,4
1648111,1648,11,4,164811,1
1648112,1648,11,11,164811,2
1648113,1648,11,18,164811,3
1648114,1648,11,25,164811,4
1648121,1648,12,2,164812,1
1648122,1648,12,9,164812,2
1648123,1648,12,16,164812,3
1648124,1648,12,23,164812,4
1648125,1648,12,30,164812,5
1649011,1649,1,6,164901,1
1649012,1649,1,13,164901,2
1649013,1649,1,20,164901,3
1649014,1649,1,27,164901,4
1649021,1649,2,3,164902,1
1649022,1649,2,10,164902,2
1649023,1649,2,17,164902,3
1649024,1649,2,24,164902,4
1649031,1649,3,3,164903,1
1649032,1649,3,10,164903,2
1649033,1649,3,17,164903,3
1649034,1649,3,24,164903,4
1649035,1649,3,31,164903,5
1649041,1649,4,7,164904,1
1649042,1649,4,14,164904,2
1649043,1649,4,21,164904,3
1649044,1649,4,28,164904,4
1649051,1649,5,5,164905,1
1649052,1649,5,12,164905,2
1649053,1649,5,19,164905,3
1649054,1649,5,26,164905,4
1649061,1649,6,2,164906,1
1649062,1649,6,9,164906,2
1649063,1649,6,16,164906,3
1649064,1649,6,23,164906,4
1649065,1649,6,30,164906,5
1649071,1649,7,7,164907,1
1649072,1649,7,14,164907,2
1649073,1649,7,21,164907,3
1649074,1649,7,28,164907,4
1649081,1649,8,4,164908,1
1649082,1649,8,11,164908,2
1649083,1649,8,18,164908,3
1649084,1649,8,25,164908,4
1649091,1649,9,1,164909,1
1649092,1649,9,8,164909,2
1649093,1649,9,15,164909,3
1649094,1649,9,22,164909,4
1649095,1649,9,29,164909,5
1649101,1649,10,6,164910,1
1649102,1649,10,13,164910,2
1649103,1649,10,20,164910,3
1649104,1649,10,27,164910,4
1649111,1649,11,3,164911,1
1649112,1649,11,10,164911,2
1649113,1649,11,17,164911,3
1649114,1649,11,24,164911,4
1649121,1649,12,1,164912,1
1649122,1649,12,8,164912,2
1649123,1649,12,15,164912,3
1649124,1649,12,22,164912,4
1649125,1649,12,29,164912,5
1650011,1650,1,5,165001,1
1650012,1650,1,12,165001,2
1650013,1650,1,19,165001,3
1650014,1650,1,26,165001,4
1650021,1650,2,2,165002,1
1650022,1650,2,9,165002,2
1650023,1650,2,16,165002,3
1650024,1650,2,23,165002,4
1650031,1650,3,2,165003,1
1650032,1650,3,9,165003,2
1650033,1650,3,16,165003,3
1650034,1650,3,23,165003,4
1650035,1650,3,30,165003,5
1650041,1650,4,6,165004,1
1650042,1650,4,13,165004,2
1650043,1650,4,20,165004,3
1650044,1650,4,27,165004,4
1650051,1650,5,4,165005,1
1650052,1650,5,11,165005,2
1650053,1650,5,18,165005,3
1650054,1650,5,25,165005,4
1650061,1650,6,1,165006,1
1650062,1650,6,8,165006,2
1650063,1650,6,15,165006,3
1650064,1650,6,22,165006,4
1650065,1650,6,29,165006,5
1650071,1650,7,6,165007,1
1650072,1650,7,13,165007,2
1650073,1650,7,20,165007,3
1650074,1650,7,27,165007,4
1650081,1650,8,3,165008,1
1650082,1650,8,10,165008,2
1650083,1650,8,17,165008,3
1650084,1650,8,24,165008,4
1650085,1650,8,31,165008,5
1650091,1650,9,7,165009,1
1650092,1650,9,14,165009,2
1650093,1650,9,21,165009,3
1650094,1650,9,28,165009,4
1650101,1650,10,5,165010,1
1650102,1650,10,12,165010,2
1650103,1650,10,19,165010,3
1650104,1650,10,26,165010,4
1650111,1650,11,2,165011,1
1650112,1650,11,9,165011,2
1650113,1650,11,16,165011,3
1650114,1650,11,23,165011,4
1650115,1650,11,30,165011,5
1650121,1650,12,7,165012,1
1650122,1650,12,14,165012,2
1650123,1650,12,21,165012,3
1650124,1650,12,28,165012,4
1650125,1650,12,31,165012,5
1651011,1651,1,4,165101,1
1651012,1651,1,11,165101,2
1651013,1651,1,18,165101,3
1651014,1651,1,25,165101,4
1651021,1651,2,1,165102,1
1651022,1651,2,8,165102,2
1651023,1651,2,15,165102,3
1651024,1651,2,22,165102,4
1651031,1651,3,1,165103,1
1651032,1651,3,8,165103,2
1651033,1651,3,15,165103,3
1651034,1651,3,22,165103,4
1651035,1651,3,29,165103,5
1651041,1651,4,5,165104,1
1651042,1651,4,12,165104,2
1651043,1651,4,19,165104,3
1651044,1651,4,26,165104,4
1651051,1651,5,3,165105,1
1651052,1651,5,10,165105,2
1651053,1651,5,17,165105,3
1651054,1651,5,24,165105,4
1651055,1651,5,31,165105,5
1651061,1651,6,7,165106,1
1651062,1651,6,14,165106,2
1651063,1651,6,21,165106,3
1651064,1651,6,28,165106,4
1651071,1651,7,5,165107,1
1651072,1651,7,12,165107,2
1651073,1651,7,19,165107,3
1651074,1651,7,26,165107,4
1651081,1651,8,2,165108,1
1651082,1651,8,9,165108,2
1651083,1651,8,16,165108,3
1651084,1651,8,23,165108,4
1651085,1651,8,30,165108,5
1651091,1651,9,6,165109,1
1651092,1651,9,13,165109,2
1651093,1651,9,20,165109,3
1651094,1651,9,27,165109,4
1651101,1651,10,4,165110,1
1651102,1651,10,11,165110,2
1651103,1651,10,18,165110,3
1651104,1651,10,25,165110,4
1651111,1651,11,1,165111,1
1651112,1651,11,8,165111,2
1651113,1651,11,15,165111,3
1651114,1651,11,22,165111,4
1651115,1651,11,29,165111,5
1651121,1651,12,6,165112,1
1651122,1651,12,13,165112,2
1651123,1651,12,20,165112,3
1651124,1651,12,27,165112,4
1652011,1652,1,3,165201,1
1652012,1652,1,10,165201,2
1652013,1652,1,17,165201,3
1652014,1652,1,24,165201,4
1652015,1652,1,31,165201,5
1652021,1652,2,7,165202,1
1652022,1652,2,14,165202,2
1652023,1652,2,21,165202,3
1652024,1652,2,28,165202,4
1652031,1652,3,6,165203,1
1652032,1652,3,13,165203,2
1652033,1652,3,20,165203,3
1652034,1652,3,27,165203,4
1652041,1652,4,3,165204,1
1652042,1652,4,10,165204,2
1652043,1652,4,17,165204,3
1652044,1652,4,24,165204,4
1652051,1652,5,1,165205,1
1652052,1652,5,8,165205,2
1652053,1652,5,15,165205,3
1652054,1652,5,22,165205,4
1652055,1652,5,29,165205,5
1652061,1652,6,5,165206,1
1652062,1652,6,12,165206,2
1652063,1652,6,19,165206,3
1652064,1652,6,26,165206,4
1652071,1652,7,3,165207,1
1652072,1652,7,10,165207,2
1652073,1652,7,17,165207,3
1652074,1652,7,24,165207,4
1652075,1652,7,31,165207,5
1652081,1652,8,7,165208,1
1652082,1652,8,14,165208,2
1652083,1652,8,21,165208,3
1652084,1652,8,28,165208,4
1652091,1652,9,4,165209,1
1652092,1652,9,11,165209,2
1652093,1652,9,18,165209,3
1652094,1652,9,25,165209,4
1652101,1652,10,2,165210,1
1652102,1652,10,9,165210,2
1652103,1652,10,16,165210,3
1652104,1652,10,23,165210,4
1652105,1652,10,30,165210,5
1652111,1652,11,6,165211,1
1652112,1652,11,13,165211,2
1652113,1652,11,20,165211,3
1652114,1652,11,27,165211,4
1652121,1652,12,4,165212,1
1652122,1652,12,11,165212,2
1652123,1652,12,18,165212,3
1652124,1652,12,25,165212,4
1653011,1653,1,1,165301,1
1653012,1653,1,8,165301,2
1653013,1653,1,15,165301,3
1653014,1653,1,22,165301,4
1653015,1653,1,29,165301,5
1653021,1653,2,5,165302,1
1653022,1653,2,12,165302,2
1653023,1653,2,19,165302,3
1653024,1653,2,26,165302,4
1653031,1653,3,5,165303,1
1653032,1653,3,12,165303,2
1653033,1653,3,19,165303,3
1653034,1653,3,26,165303,4
1653041,1653,4,2,165304,1
1653042,1653,4,9,165304,2
1653043,1653,4,16,165304,3
1653044,1653,4,23,165304,4
1653045,1653,4,30,165304,5
1653051,1653,5,7,165305,1
1653052,1653,5,14,165305,2
1653053,1653,5,21,165305,3
1653054,1653,5,28,165305,4
1653061,1653,6,4,165306,1
1653062,1653,6,11,165306,2
1653063,1653,6,18,165306,3
1653064,1653,6,25,165306,4
1653071,1653,7,2,165307,1
1653072,1653,7,9,165307,2
1653073,1653,7,16,165307,3
1653074,1653,7,23,165307,4
1653075,1653,7,30,165307,5
1653081,1653,8,6,165308,1
1653082,1653,8,13,165308,2
1653083,1653,8,20,165308,3
1653084,1653,8,27,165308,4
1653091,1653,9,3,165309,1
1653092,1653,9,10,165309,2
1653093,1653,9,17,165309,3
1653094,1653,9,24,165309,4
1653101,1653,10,1,165310,1
1653102,1653,10,8,165310,2
1653103,1653,10,15,165310,3
1653104,1653,10,22,165310,4
1653105,1653,10,29,165310,5
1653111,1653,11,5,165311,1
1653112,1653,11,12,165311,2
1653113,1653,11,19,165311,3
1653114,1653,11,26,165311,4
1653121,1653,12,3,165312,1
1653122,1653,12,10,165312,2
1653123,1653,12,17,165312,3
1653124,1653,12,24,165312,4
1653125,1653,12,31,165312,5
1654011,1654,1,7,165401,1
1654012,1654,1,14,165401,2
1654013,1654,1,21,165401,3
1654014,1654,1,28,165401,4
1654021,1654,2,4,165402,1
1654022,1654,2,11,165402,2
1654023,1654,2,18,165402,3
1654024,1654,2,25,165402,4
1654031,1654,3,4,165403,1
1654032,1654,3,11,165403,2
1654033,1654,3,18,165403,3
1654034,1654,3,25,165403,4
1654041,1654,4,1,165404,1
1654042,1654,4,8,165404,2
1654043,1654,4,15,165404,3
1654044,1654,4,22,165404,4
1654045,1654,4,29,165404,5
1654051,1654,5,6,165405,1
1654052,1654,5,13,165405,2
1654053,1654,5,20,165405,3
1654054,1654,5,27,165405,4
1654061,1654,6,3,165406,1
1654062,1654,6,10,165406,2
1654063,1654,6,17,165406,3
1654064,1654,6,24,165406,4
1654071,1654,7,1,165407,1
1654072,1654,7,8,165407,2
1654073,1654,7,15,165407,3
1654074,1654,7,22,165407,4
1654075,1654,7,29,165407,5
1654081,1654,8,5,165408,1
1654082,1654,8,12,165408,2
1654083,1654,8,19,165408,3
1654084,1654,8,26,165408,4
1654091,1654,9,2,165409,1
1654092,1654,9,9,165409,2
1654093,1654,9,16,165409,3
1654094,1654,9,23,165409,4
1654095,1654,9,30,165409,5
1654101,1654,10,7,165410,1
1654102,1654,10,14,165410,2
1654103,1654,10,21,165410,3
1654104,1654,10,28,165410,4
1654111,1654,11,4,165411,1
1654112,1654,11,11,165411,2
1654113,1654,11,18,165411,3
1654114,1654,11,25,165411,4
1654121,1654,12,2,165412,1
1654122,1654,12,9,165412,2
1654123,1654,12,16,165412,3
1654124,1654,12,23,165412,4
1654125,1654,12,30,165412,5
1655011,1655,1,6,165501,1
1655012,1655,1,13,165501,2
1655013,1655,1,20,165501,3
1655014,1655,1,27,165501,4
1655021,1655,2,3,165502,1
1655022,1655,2,10,165502,2
1655023,1655,2,17,165502,3
1655024,1655,2,24,165502,4
1655031,1655,3,3,165503,1
1655032,1655,3,10,165503,2
1655033,1655,3,17,165503,3
1655034,1655,3,24,165503,4
1655035,1655,3,31,165503,5
1655041,1655,4,7,165504,1
1655042,1655,4,14,165504,2
1655043,1655,4,21,165504,3
1655044,1655,4,28,165504,4
1655051,1655,5,5,165505,1
1655052,1655,5,12,165505,2
1655053,1655,5,19,165505,3
1655054,1655,5,26,165505,4
1655061,1655,6,2,165506,1
1655062,1655,6,9,165506,2
1655063,1655,6,16,165506,3
1655064,1655,6,23,165506,4
1655065,1655,6,30,165506,5
1655071,1655,7,7,165507,1
1655072,1655,7,14,165507,2
1655073,1655,7,21,165507,3
1655074,1655,7,28,165507,4
1655081,1655,8,4,165508,1
1655082,1655,8,11,165508,2
1655083,1655,8,18,165508,3
1655084,1655,8,25,165508,4
1655091,1655,9,1,165509,1
1655092,1655,9,8,165509,2
1655093,1655,9,15,165509,3
1655094,1655,9,22,165509,4
1655095,1655,9,29,165509,5
1655101,1655,10,6,165510,1
1655102,1655,10,13,165510,2
1655103,1655,10,20,165510,3
1655104,1655,10,27,165510,4
1655111,1655,11,3,165511,1
1655112,1655,11,10,165511,2
1655113,1655,11,17,165511,3
1655114,1655,11,24,165511,4
1655121,1655,12,1,165512,1
1655122,1655,12,8,165512,2
1655123,1655,12,15,165512,3
1655124,1655,12,22,165512,4
1655125,1655,12,29,165512,5
1656011,1656,1,5,165601,1
1656012,1656,1,12,165601,2
1656013,1656,1,19,165601,3
1656014,1656,1,26,165601,4
1656021,1656,2,2,165602,1
1656022,1656,2,9,165602,2
1656023,1656,2,16,165602,3
1656024,1656,2,23,165602,4
1656031,1656,3,1,165603,1
1656032,1656,3,8,165603,2
1656033,1656,3,15,165603,3
1656034,1656,3,22,165603,4
1656035,1656,3,29,165603,5
1656041,1656,4,5,165604,1
1656042,1656,4,12,165604,2
1656043,1656,4,19,165604,3
1656044,1656,4,26,165604,4
1656051,1656,5,3,165605,1
1656052,1656,5,10,165605,2
1656053,1656,5,17,165605,3
1656054,1656,5,24,165605,4
1656055,1656,5,31,165605,5
1656061,1656,6,7,165606,1
1656062,1656,6,14,165606,2
1656063,1656,6,21,165606,3
1656064,1656,6,28,165606,4
1656071,1656,7,5,165607,1
1656072,1656,7,12,165607,2
1656073,1656,7,19,165607,3
1656074,1656,7,26,165607,4
1656081,1656,8,2,165608,1
1656082,1656,8,9,165608,2
1656083,1656,8,16,165608,3
1656084,1656,8,23,165608,4
1656085,1656,8,30,165608,5
1656091,1656,9,6,165609,1
1656092,1656,9,13,165609,2
1656093,1656,9,20,165609,3
1656094,1656,9,27,165609,4
1656101,1656,10,4,165610,1
1656102,1656,10,11,165610,2
1656103,1656,10,18,165610,3
1656104,1656,10,25,165610,4
1656111,1656,11,1,165611,1
1656112,1656,11,8,165611,2
1656113,1656,11,15,165611,3
1656114,1656,11,22,165611,4
1656115,1656,11,29,165611,5
1656121,1656,12,6,165612,1
1656122,1656,12,13,165612,2
1656123,1656,12,20,165612,3
1656124,1656,12,27,165612,4
1657011,1657,1,3,165701,1
1657012,1657,1,10,165701,2
1657013,1657,1,17,165701,3
1657014,1657,1,24,165701,4
1657015,1657,1,31,165701,5
1657021,1657,2,7,165702,1
1657022,1657,2,14,165702,2
1657023,1657,2,21,165702,3
1657024,1657,2,28,165702,4
1657031,1657,3,7,165703,1
1657032,1657,3,14,165703,2
1657033,1657,3,21,165703,3
1657034,1657,3,28,165703,4
1657041,1657,4,4,165704,1
1657042,1657,4,11,165704,2
1657043,1657,4,18,165704,3
1657044,1657,4,25,165704,4
1657051,1657,5,2,165705,1
1657052,1657,5,9,165705,2
1657053,1657,5,16,165705,3
1657054,1657,5,23,165705,4
1657055,1657,5,30,165705,5
1657061,1657,6,6,165706,1
1657062,1657,6,13,165706,2
1657063,1657,6,20,165706,3
1657064,1657,6,27,165706,4
1657071,1657,7,4,165707,1
1657072,1657,7,11,165707,2
1657073,1657,7,18,165707,3
1657074,1657,7,25,165707,4
1657081,1657,8,1,165708,1
1657082,1657,8,8,165708,2
1657083,1657,8,15,165708,3
1657084,1657,8,22,165708,4
1657085,1657,8,29,165708,5
1657091,1657,9,5,165709,1
1657092,1657,9,12,165709,2
1657093,1657,9,19,165709,3
1657094,1657,9,26,165709,4
1657101,1657,10,3,165710,1
1657102,1657,10,10,165710,2
1657103,1657,10,17,165710,3
1657104,1657,10,24,165710,4
1657105,1657,10,31,165710,5
1657111,1657,11,7,165711,1
1657112,1657,11,14,165711,2
1657113,1657,11,21,165711,3
1657114,1657,11,28,165711,4
1657121,1657,12,5,165712,1
1657122,1657,12,12,165712,2
1657123,1657,12,19,165712,3
1657124,1657,12,26,165712,4
1658011,1658,1,2,165801,1
1658012,1658,1,9,165801,2
1658013,1658,1,16,165801,3
1658014,1658,1,23,165801,4
1658015,1658,1,30,165801,5
1658021,1658,2,6,165802,1
1658022,1658,2,13,165802,2
1658023,1658,2,20,165802,3
1658024,1658,2,27,165802,4
1658031,1658,3,6,165803,1
1658032,1658,3,13,165803,2
1658033,1658,3,20,165803,3
1658034,1658,3,27,165803,4
1658041,1658,4,3,165804,1
1658042,1658,4,10,165804,2
1658043,1658,4,17,165804,3
1658044,1658,4,24,165804,4
1658051,1658,5,1,165805,1
1658052,1658,5,8,165805,2
1658053,1658,5,15,165805,3
1658054,1658,5,22,165805,4
1658055,1658,5,29,165805,5
1658061,1658,6,5,165806,1
1658062,1658,6,12,165806,2
1658063,1658,6,19,165806,3
1658064,1658,6,26,165806,4
1658071,1658,7,3,165807,1
1658072,1658,7,10,165807,2
1658073,1658,7,17,165807,3
1658074,1658,7,24,165807,4
1658075,1658,7,31,165807,5
1658081,1658,8,7,165808,1
1658082,1658,8,14,165808,2
1658083,1658,8,21,165808,3
1658084,1658,8,28,165808,4
1658091,1658,9,4,165809,1
1658092,1658,9,11,165809,2
1658093,1658,9,18,165809,3
1658094,1658,9,25,165809,4
1658101,1658,10,2,165810,1
1658102,1658,10,9,165810,2
1658103,1658,10,16,165810,3
1658104,1658,10,23,165810,4
1658105,1658,10,30,165810,5
1658111,1658,11,6,165811,1
1658112,1658,11,13,165811,2
1658113,1658,11,20,165811,3
1658114,1658,11,27,165811,4
1658121,1658,12,4,165812,1
1658122,1658,12,11,165812,2
1658123,1658,12,18,165812,3
1658124,1658,12,25,165812,4
1659011,1659,1,1,165901,1
1659012,1659,1,8,165901,2
1659013,1659,1,15,165901,3
1659014,1659,1,22,165901,4
1659015,1659,1,29,165901,5
1659021,1659,2,5,165902,1
1659022,1659,2,12,165902,2
1659023,1659,2,19,165902,3
1659024,1659,2,26,165902,4
1659031,1659,3,5,165903,1
1659032,1659,3,12,165903,2
1659033,1659,3,19,165903,3
1659034,1659,3,26,165903,4
1659041,1659,4,2,165904,1
1659042,1659,4,9,165904,2
1659043,1659,4,16,165904,3
1659044,1659,4,23,165904,4
1659045,1659,4,30,165904,5
1659051,1659,5,7,165905,1
1659052,1659,5,14,165905,2
1659053,1659,5,21,165905,3
1659054,1659,5,28,165905,4
1659061,1659,6,4,165906,1
1659062,1659,6,11,165906,2
1659063,1659,6,18,165906,3
1659064,1659,6,25,165906,4
1659071,1659,7,2,165907,1
1659072,1659,7,9,165907,2
1659073,1659,7,16,165907,3
1659074,1659,7,23,165907,4
1659075,1659,7,30,165907,5
1659081,1659,8,6,165908,1
1659082,1659,8,13,165908,2
1659083,1659,8,20,165908,3
1659084,1659,8,27,165908,4
1659091,1659,9,3,165909,1
1659092,1659,9,10,165909,2
1659093,1659,9,17,165909,3
1659094,1659,9,24,165909,4
1659095,1659,9,30,165909,5
1659101,1659,10,1,165910,1
1659102,1659,10,8,165910,2
1659103,1659,10,15,165910,3
1659104,1659,10,22,165910,4
1659105,1659,10,29,165910,5
1659111,1659,11,5,165911,1
1659112,1659,11,12,165911,2
1659113,1659,11,19,165911,3
1659114,1659,11,26,165911,4
1659121,1659,12,3,165912,1
1659122,1659,12,10,165912,2
1659123,1659,12,17,165912,3
1659124,1659,12,24,165912,4
1659125,1659,12,31,165912,5
1660011,1660,1,7,166001,1
1660012,1660,1,14,166001,2
1660013,1660,1,21,166001,3
1660014,1660,1,28,166001,4
1660021,1660,2,4,166002,1
1660022,1660,2,11,166002,2
1660023,1660,2,18,166002,3
1660024,1660,2,25,166002,4
1660031,1660,3,3,166003,1
1660032,1660,3,10,166003,2
1660033,1660,3,17,166003,3
1660034,1660,3,24,166003,4
1660035,1660,3,31,166003,5
1660041,1660,4,7,166004,1
1660042,1660,4,14,166004,2
1660043,1660,4,21,166004,3
1660044,1660,4,28,166004,4
1660051,1660,5,5,166005,1
1660052,1660,5,12,166005,2
1660053,1660,5,19,166005,3
1660054,1660,5,26,166005,4
1660061,1660,6,2,166006,1
1660062,1660,6,9,166006,2
1660063,1660,6,16,166006,3
1660064,1660,6,23,166006,4
1660065,1660,6,30,166006,5
1660071,1660,7,7,166007,1
1660072,1660,7,14,166007,2
1660073,1660,7,21,166007,3
1660074,1660,7,28,166007,4
1660081,1660,8,4,166008,1
1660082,1660,8,11,166008,2
1660083,1660,8,18,166008,3
1660084,1660,8,25,166008,4
1660091,1660,9,1,166009,1
1660092,1660,9,8,166009,2
1660093,1660,9,15,166009,3
1660094,1660,9,22,166009,4
1660095,1660,9,29,166009,5
1660101,1660,10,6,166010,1
1660102,1660,10,13,166010,2
1660103,1660,10,20,166010,3
1660104,1660,10,27,166010,4
1660105,1660,10,31,166010,5
1660111,1660,11,3,166011,1
1660112,1660,11,10,166011,2
1660113,1660,11,17,166011,3
1660114,1660,11,24,166011,4
1660121,1660,12,1,166012,1
1660122,1660,12,8,166012,2
1660123,1660,12,15,166012,3
1660124,1660,12,22,166012,4
1660125,1660,12,29,166012,5
1661011,1661,1,5,166101,1
1661012,1661,1,12,166101,2
1661013,1661,1,19,166101,3
1661014,1661,1,26,166101,4
1661021,1661,2,2,166102,1
1661022,1661,2,9,166102,2
1661023,1661,2,16,166102,3
1661024,1661,2,23,166102,4
1661031,1661,3,2,166103,1
1661032,1661,3,9,166103,2
1661033,1661,3,16,166103,3
1661034,1661,3,23,166103,4
1661035,1661,3,30,166103,5
1661041,1661,4,6,166104,1
1661042,1661,4,13,166104,2
1661043,1661,4,20,166104,3
1661044,1661,4,27,166104,4
1661051,1661,5,4,166105,1
1661052,1661,5,11,166105,2
1661053,1661,5,18,166105,3
1661054,1661,5,25,166105,4
1661061,1661,6,1,166106,1
1661062,1661,6,8,166106,2
1661063,1661,6,15,166106,3
1661064,1661,6,22,166106,4
1661065,1661,6,29,166106,5
1661071,1661,7,6,166107,1
1661072,1661,7,13,166107,2
1661073,1661,7,20,166107,3
1661074,1661,7,27,166107,4
1661081,1661,8,3,166108,1
1661082,1661,8,10,166108,2
1661083,1661,8,17,166108,3
1661084,1661,8,24,166108,4
1661085,1661,8,31,166108,5
1661091,1661,9,7,166109,1
1661092,1661,9,14,166109,2
1661093,1661,9,21,166109,3
1661094,1661,9,28,166109,4
1661101,1661,10,5,166110,1
1661102,1661,10,12,166110,2
1661103,1661,10,19,166110,3
1661104,1661,10,26,166110,4
1661111,1661,11,2,166111,1
1661112,1661,11,9,166111,2
1661113,1661,11,16,166111,3
1661114,1661,11,23,166111,4
1661115,1661,11,30,166111,5
1661121,1661,12,7,166112,1
1661122,1661,12,14,166112,2
1661123,1661,12,21,166112,3
1661124,1661,12,28,166112,4
1662011,1662,1,4,166201,1
1662012,1662,1,11,166201,2
1662013,1662,1,18,166201,3
1662014,1662,1,25,166201,4
1662021,1662,2,1,166202,1
1662022,1662,2,8,166202,2
1662023,1662,2,15,166202,3
1662024,1662,2,22,166202,4
1662031,1662,3,1,166203,1
1662032,1662,3,8,166203,2
1662033,1662,3,15,166203,3
1662034,1662,3,22,166203,4
1662035,1662,3,29,166203,5
1662041,1662,4,5,166204,1
1662042,1662,4,12,166204,2
1662043,1662,4,19,166204,3
1662044,1662,4,26,166204,4
1662051,1662,5,3,166205,1
1662052,1662,5,10,166205,2
1662053,1662,5,17,166205,3
1662054,1662,5,24,166205,4
1662055,1662,5,31,166205,5
1662061,1662,6,7,166206,1
1662062,1662,6,14,166206,2
1662063,1662,6,21,166206,3
1662064,1662,6,28,166206,4
1662071,1662,7,5,166207,1
1662072,1662,7,12,166207,2
1662073,1662,7,19,166207,3
1662074,1662,7,26,166207,4
1662081,1662,8,2,166208,1
1662082,1662,8,9,166208,2
1662083,1662,8,16,166208,3
1662084,1662,8,23,166208,4
1662085,1662,8,30,166208,5
1662091,1662,9,6,166209,1
1662092,1662,9,13,166209,2
1662093,1662,9,20,166209,3
1662094,1662,9,27,166209,4
1662101,1662,10,4,166210,1
1662102,1662,10,11,166210,2
1662103,1662,10,18,166210,3
1662104,1662,10,25,166210,4
1662111,1662,11,1,166211,1
1662112,1662,11,8,166211,2
1662113,1662,11,15,166211,3
1662114,1662,11,22,166211,4
1662115,1662,11,29,166211,5
1662121,1662,12,6,166212,1
1662122,1662,12,13,166212,2
1662123,1662,12,20,166212,3
1662124,1662,12,27,166212,4
1663011,1663,1,3,166301,1
1663012,1663,1,10,166301,2
1663013,1663,1,17,166301,3
1663014,1663,1,24,166301,4
1663015,1663,1,31,166301,5
1663021,1663,2,7,166302,1
1663022,1663,2,14,166302,2
1663023,1663,2,21,166302,3
1663024,1663,2,28,166302,4
1663031,1663,3,7,166303,1
1663032,1663,3,14,166303,2
1663033,1663,3,21,166303,3
1663034,1663,3,28,166303,4
1663041,1663,4,4,166304,1
1663042,1663,4,11,166304,2
1663043,1663,4,18,166304,3
1663044,1663,4,25,166304,4
1663051,1663,5,2,166305,1
1663052,1663,5,9,166305,2
1663053,1663,5,16,166305,3
1663054,1663,5,23,166305,4
1663055,1663,5,30,166305,5
1663061,1663,6,6,166306,1
1663062,1663,6,13,166306,2
1663063,1663,6,20,166306,3
1663064,1663,6,27,166306,4
1663071,1663,7,4,166307,1
1663072,1663,7,11,166307,2
1663073,1663,7,18,166307,3
1663074,1663,7,25,166307,4
1663081,1663,8,1,166308,1
1663082,1663,8,8,166308,2
1663083,1663,8,15,166308,3
1663084,1663,8,22,166308,4
1663085,1663,8,29,166308,5
1663091,1663,9,5,166309,1
1663092,1663,9,12,166309,2
1663093,1663,9,19,166309,3
1663094,1663,9,26,166309,4
1663101,1663,10,3,166310,1
1663102,1663,10,10,166310,2
1663103,1663,10,17,166310,3
1663104,1663,10,24,166310,4
1663105,1663,10,31,166310,5
1663111,1663,11,7,166311,1
1663112,1663,11,14,166311,2
1663113,1663,11,21,166311,3
1663114,1663,11,28,166311,4
1663121,1663,12,5,166312,1
1663122,1663,12,12,166312,2
1663123,1663,12,19,166312,3
1663124,1663,12,26,166312,4
1664011,1664,1,2,166401,1
1664012,1664,1,9,166401,2
1664013,1664,1,16,166401,3
1664014,1664,1,23,166401,4
1664015,1664,1,30,166401,5
1664021,1664,2,6,166402,1
1664022,1664,2,13,166402,2
1664023,1664,2,20,166402,3
1664024,1664,2,27,166402,4
1664031,1664,3,5,166403,1
1664032,1664,3,12,166403,2
1664033,1664,3,19,166403,3
1664034,1664,3,26,166403,4
1664041,1664,4,2,166404,1
1664042,1664,4,9,166404,2
1664043,1664,4,16,166404,3
1664044,1664,4,23,166404,4
1664045,1664,4,30,166404,5
1664051,1664,5,7,166405,1
1664052,1664,5,14,166405,2
1664053,1664,5,21,166405,3
1664054,1664,5,28,166405,4
1664061,1664,6,4,166406,1
1664062,1664,6,11,166406,2
1664063,1664,6,18,166406,3
1664064,1664,6,25,166406,4
1664071,1664,7,2,166407,1
1664072,1664,7,9,166407,2
1664073,1664,7,16,166407,3
1664074,1664,7,23,166407,4
1664075,1664,7,30,166407,5
1664081,1664,8,6,166408,1
1664082,1664,8,13,166408,2
1664083,1664,8,20,166408,3
