year_month_week,year,month,day,year_month,week
1580041,1580,4,6,158004,1
1580042,1580,4,13,158004,2
1580043,1580,4,20,158004,3
1580044,1580,4,27,158004,4
1580051,1580,5,4,158005,1
1580052,1580,5,11,158005,2
1580053,1580,5,18,158005,3
1580054,1580,5,25,158005,4
1580061,1580,6,1,158006,1
1580062,1580,6,8,158006,2
1580063,1580,6,15,158006,3
1580064,1580,6,22,158006,4
1580065,1580,6,29,158006,5
1580071,1580,7,6,158007,1
1580072,1580,7,13,158007,2
1580073,1580,7,20,158007,3
1580074,1580,7,27,158007,4
1580081,1580,8,3,158008,1
1580082,1580,8,10,158008,2
1580083,1580,8,17,158008,3
1580084,1580,8,24,158008,4
1580085,1580,8,31,158008,5
1580091,1580,9,7,158009,1
1580092,1580,9,14,158009,2
1580093,1580,9,21,158009,3
1580094,1580,9,28,158009,4
1580101,1580,10,5,158010,1
1580102,1580,10,12,158010,2
1580103,1580,10,19,158010,3
1580104,1580,10,26,158010,4
1580111,1580,11,2,158011,1
1580112,1580,11,9,158011,2
1580113,1580,11,16,158011,3
1580114,1580,11,23,158011,4
1580115,1580,11,30,158011,5
1580121,1580,12,7,158012,1
1580122,1580,12,14,158012,2
1580123,1580,12,21,158012,3
1580124,1580,12,28,158012,4
1581011,1581,1,4,158101,1
1581012,1581,1,11,158101,2
1581013,1581,1,18,158101,3
1581014,1581,1,25,158101,4
1581021,1581,2,1,158102,1
1581022,1581,2,8,158102,2
1581023,1581,2,15,158102,3
1581024,1581,2,22,158102,4
1581031,1581,3,1,158103,1
1581032,1581,3,8,158103,2
1581033,1581,3,15,158103,3
1581034,1581,3,22,158103,4
1581035,1581,3,29,158103,5
1581041,1581,4,5,158104,1
1581042,1581,4,12,158104,2
1581043,1581,4,19,158104,3
1581044,1581,4,26,158104,4
1581051,1581,5,3,158105,1
1581052,1581,5,10,158105,2
1581053,1581,5,17,158105,3
1581054,1581,5,24,158105,4
1581055,1581,5,31,158105,5
1581061,1581,6,7,158106,1
1581062,1581,6,14,158106,2
1581063,1581,6,21,158106,3
1581064,1581,6,28,158106,4
1581071,1581,7,5,158107,1
1581072,1581,7,12,158107,2
1581073,1581,7,19,158107,3
1581074,1581,7,26,158107,4
1581081,1581,8,2,158108,1
1581082,1581,8,9,158108,2
1581083,1581,8,16,158108,3
1581084,1581,8,23,158108,4
1581085,1581,8,30,158108,5
1581091,1581,9,6,158109,1
1581092,1581,9,13,158109,2
1581093,1581,9,20,158109,3
1581094,1581,9,27,158109,4
1581101,1581,10,4,158110,1
1581102,1581,10,11,158110,2
1581103,1581,10,18,158110,3
1581104,1581,10,25,158110,4
1581111,1581,11,1,158111,1
1581112,1581,11,8,158111,2
1581113,1581,11,15,158111,3
1581114,1581,11,22,158111,4
1581115,1581,11,29,158111,5
1581121,1581,12,6,158112,1
1581122,1581,12,13,158112,2
1581123,1581,12,20,158112,3
1581124,1581,12,27,158112,4
1582011,1582,1,3,158201,1
1582012,1582,1,10,158201,2
1582013,1582,1,17,158201,3
1582014,1582,1,24,158201,4
1582015,1582,1,31,158201,5
1582021,1582,2,7,158202,1
1582022,1582,2,14,158202,2
1582023,1582,2,21,158202,3
1582024,1582,2,28,158202,4
1582031,1582,3,7,158203,1
1582032,1582,3,14,158203,2
1582033,1582,3,21,158203,3
1582034,1582,3,28,158203,4
1582041,1582,4,4,158204,1
1582042,1582,4,11,158204,2
1582043,1582,4,18,158204,3
1582044,1582,4,25,158204,4
1582051,1582,5,2,158205,1
1582052,1582,5,9,158205,2
1582053,1582,5,16,158205,3
1582054,1582,5,23,158205,4
1582055,1582,5,30,158205,5
1582061,1582,6,6,158206,1
1582062,1582,6,13,158206,2
1582063,1582,6,20,158206,3
1582064,1582,6,27,158206,4
1582071,1582,7,4,158207,1
1582072,1582,7,11,158207,2
1582073,1582,7,18,158207,3
1582074,1582,7,25,158207,4
1582081,1582,8,1,158208,1
1582082,1582,8,8,158208,2
1582083,1582,8,15,158208,3
1582084,1582,8,22,158208,4
1582085,1582,8,29,158208,5
1582091,1582,9,5,158209,1
1582092,1582,9,12,158209,2
1582093,1582,9,19,158209,3
1582094,1582,9,26,158209,4
1582101,1582,10,3,158210,1
1582102,1582,10,10,158210,2
1582103,1582,10,17,158210,3
1582104,1582,10,24,158210,4
1582105,1582,10,31,158210,5
1582111,1582,11,7,158211,1
1582112,1582,11,14,158211,2
1582113,1582,11,21,158211,3
1582114,1582,11,28,158211,4
1582121,1582,12,5,158212,1
1582122,1582,12,12,158212,2
1582123,1582,12,19,158212,3
1582124,1582,12,26,158212,4
1583011,1583,1,2,158301,1
1583012,1583,1,9,158301,2
1583013,1583,1,16,158301,3
1583014,1583,1,23,158301,4
1583015,1583,1,30,158301,5
1583021,1583,2,6,158302,1
1583022,1583,2,13,158302,2
1583023,1583,2,20,158302,3
1583024,1583,2,27,158302,4
1583031,1583,3,6,158303,1
1583032,1583,3,13,158303,2
1583033,1583,3,20,158303,3
1583034,1583,3,27,158303,4
1583041,1583,4,3,158304,1
1583042,1583,4,10,158304,2
1583043,1583,4,17,158304,3
1583044,1583,4,24,158304,4
1583051,1583,5,1,158305,1
1583052,1583,5,8,158305,2
1583053,1583,5,15,158305,3
1583054,1583,5,22,158305,4
1583055,1583,5,29,158305,5
1583061,1583,6,5,158306,1
1583062,1583,6,12,158306,2
1583063,1583,6,19,158306,3
1583064,1583,6,26,158306,4
1583071,1583,7,3,158307,1
1583072,1583,7,10,158307,2
1583073,1583,7,17,158307,3
1583074,1583,7,24,158307,4
1583075,1583,7,31,158307,5
1583081,1583,8,7,158308,1
1583082,1583,8,14,158308,2
1583083,1583,8,21,158308,3
1583084,1583,8,28,158308,4
1583091,1583,9,4,158309,1
1583092,1583,9,11,158309,2
1583093,1583,9,18,158309,3
1583094,1583,9,25,158309,4
1583101,1583,10,2,158310,1
1583102,1583,10,9,158310,2
1583103,1583,10,16,158310,3
1583104,1583,10,23,158310,4
1583105,1583,10,30,158310,5
1583111,1583,11,9,158311,1
1583112,1583,11,16,158311,2
1583113,1583,11,23,158311,3
1583114,1583,11,30,158311,4
1583121,1583,12,7,158312,1
1583122,1583,12,14,158312,2
1583123,1583,12,21,158312,3
1583124,1583,12,28,158312,4
1584011,1584,1,4,158401,1
1584012,1584,1,11,158401,2
1584013,1584,1,18,158401,3
1584014,1584,1,25,158401,4
1584021,1584,2,1,158402,1
1584022,1584,2,8,158402,2
1584023,1584,2,15,158402,3
1584024,1584,2,22,158402,4
1584025,1584,2,29,158402,5
1584031,1584,3,7,158403,1
1584032,1584,3,14,158403,2
1584033,1584,3,21,158403,3
1584034,1584,3,28,158403,4
1584041,1584,4,4,158404,1
1584042,1584,4,11,158404,2
1584043,1584,4,18,158404,3
1584044,1584,4,25,158404,4
1584051,1584,5,2,158405,1
1584052,1584,5,9,158405,2
1584053,1584,5,16,158405,3
1584054,1584,5,23,158405,4
1584055,1584,5,30,158405,5
1584061,1584,6,6,158406,1
1584062,1584,6,13,158406,2
1584063,1584,6,20,158406,3
1584064,1584,6,27,158406,4
1584071,1584,7,4,158407,1
1584072,1584,7,11,158407,2
1584073,1584,7,18,158407,3
1584074,1584,7,25,158407,4
1584081,1584,8,1,158408,1
1584082,1584,8,8,158408,2
1584083,1584,8,15,158408,3
1584084,1584,8,22,158408,4
1584085,1584,8,29,158408,5
1584091,1584,9,5,158409,1
1584092,1584,9,12,158409,2
1584093,1584,9,19,158409,3
1584094,1584,9,26,158409,4
1584101,1584,10,3,158410,1
1584102,1584,10,10,158410,2
1584103,1584,10,17,158410,3
1584104,1584,10,24,158410,4
1584105,1584,10,31,158410,5
1584111,1584,11,7,158411,1
1584112,1584,11,14,158411,2
1584113,1584,11,21,158411,3
1584114,1584,11,28,158411,4
1584121,1584,12,5,158412,1
1584122,1584,12,12,158412,2
1584123,1584,12,19,158412,3
1584124,1584,12,26,158412,4
1585011,1585,1,2,158501,1
1585012,1585,1,9,158501,2
1585013,1585,1,16,158501,3
1585014,1585,1,23,158501,4
1585015,1585,1,30,158501,5
1585021,1585,2,6,158502,1
1585022,1585,2,13,158502,2
1585023,1585,2,20,158502,3
1585024,1585,2,27,158502,4
1585031,1585,3,6,158503,1
1585032,1585,3,13,158503,2
1585033,1585,3,20,158503,3
1585034,1585,3,27,158503,4
1585041,1585,4,3,158504,1
1585042,1585,4,10,158504,2
1585043,1585,4,17,158504,3
1585044,1585,4,24,158504,4
1585051,1585,5,1,158505,1
1585052,1585,5,8,158505,2
1585053,1585,5,15,158505,3
1585054,1585,5,22,158505,4
1585055,1585,5,29,158505,5
1585061,1585,6,5,158506,1
1585062,1585,6,12,158506,2
1585063,1585,6,19,158506,3
1585064,1585,6,26,158506,4
1585071,1585,7,3,158507,1
1585072,1585,7,10,158507,2
1585073,1585,7,17,158507,3
1585074,1585,7,24,158507,4
1585075,1585,7,31,158507,5
1585081,1585,8,7,158508,1
1585082,1585,8,14,158508,2
1585083,1585,8,21,158508,3
1585084,1585,8,28,158508,4
1585091,1585,9,4,158509,1
1585092,1585,9,11,158509,2
1585093,1585,9,18,158509,3
1585094,1585,9,25,158509,4
1585101,1585,10,2,158510,1
1585102,1585,10,9,158510,2
1585103,1585,10,16,158510,3
1585104,1585,10,23,158510,4
1585105,1585,10,30,158510,5
1585111,1585,11,6,158511,1
1585112,1585,11,13,158511,2
1585113,1585,11,20,158511,3
1585114,1585,11,27,158511,4
1585121,1585,12,4,158512,1
1585122,1585,12,11,158512,2
1585123,1585,12,18,158512,3
1585124,1585,12,25,158512,4
1586011,1586,1,1,158601,1
1586012,1586,1,8,158601,2
1586013,1586,1,15,158601,3
1586014,1586,1,22,158601,4
1586015,1586,1,29,158601,5
1586021,1586,2,5,158602,1
1586022,1586,2,12,158602,2
1586023,1586,2,19,158602,3
1586024,1586,2,26,158602,4
1586031,1586,3,5,158603,1
1586032,1586,3,12,158603,2
1586033,1586,3,19,158603,3
1586034,1586,3,26,158603,4
1586041,1586,4,2,158604,1
1586042,1586,4,9,158604,2
1586043,1586,4,16,158604,3
1586044,1586,4,23,158604,4
1586045,1586,4,30,158604,5
1586051,1586,5,7,158605,1
1586052,1586,5,14,158605,2
1586053,1586,5,21,158605,3
1586054,1586,5,28,158605,4
1586061,1586,6,4,158606,1
1586062,1586,6,11,158606,2
1586063,1586,6,18,158606,3
1586064,1586,6,25,158606,4
1586071,1586,7,2,158607,1
1586072,1586,7,9,158607,2
1586073,1586,7,16,158607,3
1586074,1586,7,23,158607,4
1586075,1586,7,30,158607,5
1586081,1586,8,6,158608,1
1586082,1586,8,13,158608,2
1586083,1586,8,20,158608,3
1586084,1586,8,27,158608,4
1586091,1586,9,3,158609,1
1586092,1586,9,10,158609,2
1586093,1586,9,17,158609,3
1586094,1586,9,24,158609,4
1586101,1586,10,1,158610,1
1586102,1586,10,8,158610,2
1586103,1586,10,15,158610,3
1586104,1586,10,22,158610,4
1586105,1586,10,29,158610,5
1586111,1586,11,5,158611,1
1586112,1586,11,12,158611,2
1586113,1586,11,19,158611,3
1586114,1586,11,26,158611,4
1586121,1586,12,3,158612,1
1586122,1586,12,10,158612,2
1586123,1586,12,17,158612,3
1586124,1586,12,24,158612,4
1586125,1586,12,31,158612,5
1587011,1587,1,7,158701,1
1587012,1587,1,14,158701,2
1587013,1587,1,21,158701,3
1587014,1587,1,28,158701,4
1587021,1587,2,4,158702,1
1587022,1587,2,11,158702,2
1587023,1587,2,18,158702,3
1587024,1587,2,25,158702,4
1587031,1587,3,4,158703,1
1587032,1587,3,11,158703,2
1587033,1587,3,18,158703,3
1587034,1587,3,25,158703,4
1587041,1587,4,1,158704,1
1587042,1587,4,8,158704,2
1587043,1587,4,15,158704,3
1587044,1587,4,22,158704,4
1587045,1587,4,29,158704,5
1587051,1587,5,6,158705,1
1587052,1587,5,13,158705,2
1587053,1587,5,20,158705,3
1587054,1587,5,27,158705,4
1587061,1587,6,3,158706,1
1587062,1587,6,10,158706,2
1587063,1587,6,17,158706,3
1587064,1587,6,24,158706,4
1587065,1587,6,30,158706,5
1587071,1587,7,1,158707,1
1587072,1587,7,8,158707,2
1587073,1587,7,15,158707,3
1587074,1587,7,22,158707,4
1587075,1587,7,29,158707,5
1587081,1587,8,5,158708,1
1587082,1587,8,12,158708,2
1587083,1587,8,19,158708,3
1587084,1587,8,26,158708,4
1587091,1587,9,2,158709,1
1587092,1587,9,9,158709,2
1587093,1587,9,16,158709,3
1587094,1587,9,23,158709,4
1587095,1587,9,30,158709,5
1587101,1587,10,7,158710,1
1587102,1587,10,14,158710,2
1587103,1587,10,21,158710,3
1587104,1587,10,28,158710,4
1587111,1587,11,4,158711,1
1587112,1587,11,11,158711,2
1587113,1587,11,18,158711,3
1587114,1587,11,25,158711,4
1587121,1587,12,2,158712,1
1587122,1587,12,9,158712,2
1587123,1587,12,16,158712,3
1587124,1587,12,23,158712,4
1587125,1587,12,30,158712,5
1588011,1588,1,6,158801,1
1588012,1588,1,13,158801,2
1588013,1588,1,20,158801,3
1588014,1588,1,27,158801,4
1588021,1588,2,3,158802,1
1588022,1588,2,10,158802,2
1588023,1588,2,17,158802,3
1588024,1588,2,24,158802,4
1588031,1588,3,2,158803,1
1588032,1588,3,9,158803,2
1588033,1588,3,16,158803,3
1588034,1588,3,23,158803,4
1588035,1588,3,30,158803,5
1588041,1588,4,6,158804,1
1588042,1588,4,13,158804,2
1588043,1588,4,20,158804,3
1588044,1588,4,27,158804,4
1588051,1588,5,4,158805,1
1588052,1588,5,11,158805,2
1588053,1588,5,18,158805,3
1588054,1588,5,25,158805,4
1588061,1588,6,1,158806,1
1588062,1588,6,8,158806,2
1588063,1588,6,15,158806,3
1588064,1588,6,22,158806,4
1588065,1588,6,29,158806,5
1588071,1588,7,6,158807,1
1588072,1588,7,13,158807,2
1588073,1588,7,20,158807,3
1588074,1588,7,27,158807,4
1588081,1588,8,3,158808,1
1588082,1588,8,10,158808,2
1588083,1588,8,17,158808,3
1588084,1588,8,24,158808,4
1588085,1588,8,31,158808,5
1588091,1588,9,7,158809,1
1588092,1588,9,14,158809,2
1588093,1588,9,21,158809,3
1588094,1588,9,28,158809,4
1588101,1588,10,5,158810,1
1588102,1588,10,12,158810,2
1588103,1588,10,19,158810,3
1588104,1588,10,26,158810,4
1588111,1588,11,2,158811,1
1588112,1588,11,9,158811,2
1588113,1588,11,16,158811,3
1588114,1588,11,23,158811,4
1588115,1588,11,30,158811,5
1588121,1588,12,7,158812,1
1588122,1588,12,14,158812,2
1588123,1588,12,21,158812,3
1588124,1588,12,28,158812,4
1589011,1589,1,4,158901,1
1589012,1589,1,11,158901,2
1589013,1589,1,18,158901,3
1589014,1589,1,25,158901,4
1589021,1589,2,1,158902,1
1589022,1589,2,8,158902,2
1589023,1589,2,15,158902,3
1589024,1589,2,22,158902,4
1589031,1589,3,1,158903,1
1589032,1589,3,8,158903,2
1589033,1589,3,15,158903,3
1589034,1589,3,22,158903,4
1589035,1589,3,29,158903,5
1589041,1589,4,5,158904,1
1589042,1589,4,12,158904,2
1589043,1589,4,19,158904,3
1589044,1589,4,26,158904,4
1589051,1589,5,3,158905,1
1589052,1589,5,10,158905,2
1589053,1589,5,17,158905,3
1589054,1589,5,24,158905,4
1589055,1589,5,31,158905,5
1589061,1589,6,7,158906,1
1589062,1589,6,14,158906,2
1589063,1589,6,21,158906,3
1589064,1589,6,28,158906,4
1589071,1589,7,5,158907,1
1589072,1589,7,12,158907,2
1589073,1589,7,19,158907,3
1589074,1589,7,26,158907,4
1589081,1589,8,2,158908,1
1589082,1589,8,9,158908,2
1589083,1589,8,16,158908,3
1589084,1589,8,23,158908,4
1589085,1589,8,30,158908,5
1589091,1589,9,6,158909,1
1589092,1589,9,13,158909,2
1589093,1589,9,20,158909,3
1589094,1589,9,27,158909,4
1589101,1589,10,4,158910,1
1589102,1589,10,11,158910,2
1589103,1589,10,18,158910,3
1589104,1589,10,25,158910,4
1589105,1589,10,31,158910,5
1589111,1589,11,1,158911,1
1589112,1589,11,8,158911,2
1589113,1589,11,15,158911,3
1589114,1589,11,22,158911,4
1589115,1589,11,29,158911,5
1589121,1589,12,6,158912,1
1589122,1589,12,13,158912,2
1589123,1589,12,20,158912,3
1589124,1589,12,27,158912,4
1590011,1590,1,3,159001,1
1590012,1590,1,10,159001,2
1590013,1590,1,17,159001,3
1590014,1590,1,24,159001,4
1590015,1590,1,31,159001,5
1590021,1590,2,7,159002,1
1590022,1590,2,14,159002,2
1590023,1590,2,21,159002,3
1590024,1590,2,28,159002,4
1590031,1590,3,7,159003,1
1590032,1590,3,14,159003,2
1590033,1590,3,21,159003,3
1590034,1590,3,28,159003,4
1590041,1590,4,4,159004,1
1590042,1590,4,11,159004,2
1590043,1590,4,18,159004,3
1590044,1590,4,25,159004,4
1590051,1590,5,2,159005,1
1590052,1590,5,9,159005,2
1590053,1590,5,16,159005,3
1590054,1590,5,23,159005,4
1590055,1590,5,30,159005,5
1590061,1590,6,6,159006,1
1590062,1590,6,13,159006,2
1590063,1590,6,20,159006,3
1590064,1590,6,27,159006,4
1590071,1590,7,4,159007,1
1590072,1590,7,11,159007,2
1590073,1590,7,18,159007,3
1590074,1590,7,25,159007,4
1590081,1590,8,1,159008,1
1590082,1590,8,8,159008,2
1590083,1590,8,15,159008,3
1590084,1590,8,22,159008,4
1590085,1590,8,29,159008,5
1590091,1590,9,5,159009,1
1590092,1590,9,12,159009,2
1590093,1590,9,19,159009,3
1590094,1590,9,26,159009,4
1590101,1590,10,3,159010,1
1590102,1590,10,10,159010,2
1590103,1590,10,17,159010,3
1590104,1590,10,24,159010,4
1590105,1590,10,31,159010,5
1590111,1590,11,7,159011,1
1590112,1590,11,14,159011,2
1590113,1590,11,21,159011,3
1590114,1590,11,28,159011,4
1590121,1590,12,5,159012,1
1590122,1590,12,12,159012,2
1590123,1590,12,19,159012,3
1590124,1590,12,26,159012,4
1591011,1591,1,2,159101,1
1591012,1591,1,9,159101,2
1591013,1591,1,16,159101,3
1591014,1591,1,23,159101,4
1591015,1591,1,30,159101,5
1591021,1591,2,6,159102,1
1591022,1591,2,13,159102,2
1591023,1591,2,20,159102,3
1591024,1591,2,27,159102,4
1591031,1591,3,6,159103,1
1591032,1591,3,13,159103,2
1591033,1591,3,20,159103,3
1591034,1591,3,27,159103,4
1591041,1591,4,3,159104,1
1591042,1591,4,10,159104,2
1591043,1591,4,17,159104,3
1591044,1591,4,24,159104,4
1591051,1591,5,1,159105,1
1591052,1591,5,8,159105,2
1591053,1591,5,15,159105,3
1591054,1591,5,22,159105,4
1591055,1591,5,29,159105,5
1591061,1591,6,5,159106,1
1591062,1591,6,12,159106,2
1591063,1591,6,19,159106,3
1591064,1591,6,26,159106,4
1591071,1591,7,3,159107,1
1591072,1591,7,10,159107,2
1591073,1591,7,17,159107,3
1591074,1591,7,24,159107,4
1591075,1591,7,31,159107,5
1591081,1591,8,7,159108,1
1591082,1591,8,14,159108,2
1591083,1591,8,21,159108,3
1591084,1591,8,28,159108,4
1591091,1591,9,4,159109,1
1591092,1591,9,11,159109,2
1591093,1591,9,18,159109,3
1591094,1591,9,25,159109,4
1591101,1591,10,2,159110,1
1591102,1591,10,9,159110,2
1591103,1591,10,16,159110,3
1591104,1591,10,23,159110,4
1591105,1591,10,30,159110,5
1591111,1591,11,6,159111,1
1591112,1591,11,13,159111,2
1591113,1591,11,20,159111,3
1591114,1591,11,27,159111,4
1591121,1591,12,4,159112,1
1591122,1591,12,11,159112,2
1591123,1591,12,18,159112,3
1591124,1591,12,25,159112,4
1592011,1592,1,1,159201,1
1592012,1592,1,8,159201,2
1592013,1592,1,15,159201,3
1592014,1592,1,22,159201,4
1592015,1592,1,29,159201,5
1592021,1592,2,5,159202,1
1592022,1592,2,12,159202,2
1592023,1592,2,19,159202,3
1592024,1592,2,26,159202,4
1592031,1592,3,4,159203,1
1592032,1592,3,11,159203,2
1592033,1592,3,18,159203,3
1592034,1592,3,25,159203,4
1592041,1592,4,1,159204,1
1592042,1592,4,8,159204,2
1592043,1592,4,15,159204,3
1592044,1592,4,22,159204,4
1592045,1592,4,29,159204,5
1592051,1592,5,6,159205,1
1592052,1592,5,13,159205,2
1592053,1592,5,20,159205,3
1592054,1592,5,27,159205,4
1592061,1592,6,3,159206,1
1592062,1592,6,10,159206,2
1592063,1592,6,17,159206,3
1592064,1592,6,24,159206,4
1592071,1592,7,1,159207,1
1592072,1592,7,8,159207,2
1592073,1592,7,15,159207,3
1592074,1592,7,22,159207,4
1592075,1592,7,29,159207,5
1592081,1592,8,5,159208,1
1592082,1592,8,12,159208,2
1592083,1592,8,19,159208,3
1592084,1592,8,26,159208,4
1592091,1592,9,2,159209,1
1592092,1592,9,9,159209,2
1592093,1592,9,16,159209,3
1592094,1592,9,23,159209,4
1592095,1592,9,30,159209,5
1592101,1592,10,7,159210,1
1592102,1592,10,14,159210,2
1592103,1592,10,21,159210,3
1592104,1592,10,28,159210,4
1592111,1592,11,4,159211,1
1592112,1592,11,11,159211,2
1592113,1592,11,18,159211,3
1592114,1592,11,25,159211,4
1592121,1592,12,2,159212,1
1592122,1592,12,9,159212,2
1592123,1592,12,16,159212,3
1592124,1592,12,23,159212,4
1592125,1592,12,30,159212,5
1593011,1593,1,6,159301,1
1593012,1593,1,13,159301,2
1593013,1593,1,20,159301,3
1593014,1593,1,27,159301,4
1593021,1593,2,3,159302,1
1593022,1593,2,10,159302,2
1593023,1593,2,17,159302,3
1593024,1593,2,24,159302,4
1593031,1593,3,3,159303,1
1593032,1593,3,10,159303,2
1593033,1593,3,17,159303,3
1593034,1593,3,24,159303,4
1593035,1593,3,31,159303,5
1593041,1593,4,7,159304,1
1593042,1593,4,14,159304,2
1593043,1593,4,21,159304,3
1593044,1593,4,28,159304,4
1593051,1593,5,5,159305,1
1593052,1593,5,12,159305,2
1593053,1593,5,19,159305,3
1593054,1593,5,26,159305,4
1593061,1593,6,2,159306,1
1593062,1593,6,9,159306,2
1593063,1593,6,16,159306,3
1593064,1593,6,23,159306,4
1593065,1593,6,30,159306,5
1593071,1593,7,7,159307,1
1593072,1593,7,14,159307,2
1593073,1593,7,21,159307,3
1593074,1593,7,28,159307,4
1593081,1593,8,4,159308,1
1593082,1593,8,11,159308,2
1593083,1593,8,18,159308,3
1593084,1593,8,25,159308,4
1593091,1593,9,1,159309,1
1593092,1593,9,8,159309,2
1593093,1593,9,15,159309,3
1593094,1593,9,22,159309,4
1593095,1593,9,29,159309,5
1593101,1593,10,6,159310,1
1593102,1593,10,13,159310,2
1593103,1593,10,20,159310,3
1593104,1593,10,27,159310,4
1593111,1593,11,3,159311,1
1593112,1593,11,10,159311,2
1593113,1593,11,17,159311,3
1593114,1593,11,24,159311,4
1593121,1593,12,1,159312,1
1593122,1593,12,8,159312,2
1593123,1593,12,15,159312,3
1593124,1593,12,22,159312,4
1593125,1593,12,29,159312,5
1594011,1594,1,5,159401,1
1594012,1594,1,12,159401,2
1594013,1594,1,19,159401,3
1594014,1594,1,26,159401,4
1594021,1594,2,2,159402,1
1594022,1594,2,9,159402,2
1594023,1594,2,16,159402,3
1594024,1594,2,23,159402,4
1594031,1594,3,2,159403,1
1594032,1594,3,9,159403,2
1594033,1594,3,16,159403,3
1594034,1594,3,23,159403,4
1594035,1594,3,30,159403,5
1594041,1594,4,6,159404,1
1594042,1594,4,13,159404,2
1594043,1594,4,20,159404,3
1594044,1594,4,27,159404,4
1594051,1594,5,4,159405,1
1594052,1594,5,11,159405,2
1594053,1594,5,18,159405,3
1594054,1594,5,25,159405,4
1594061,1594,6,1,159406,1
1594062,1594,6,8,159406,2
1594063,1594,6,15,159406,3
1594064,1594,6,22,159406,4
1594065,1594,6,29,159406,5
1594071,1594,7,6,159407,1
1594072,1594,7,13,159407,2
1594073,1594,7,20,159407,3
1594074,1594,7,27,159407,4
1594081,1594,8,3,159408,1
1594082,1594,8,10,159408,2
1594083,1594,8,17,159408,3
1594084,1594,8,24,159408,4
1594085,1594,8,31,159408,5
1594091,1594,9,7,159409,1
1594092,1594,9,14,159409,2
1594093,1594,9,21,159409,3
1594094,1594,9,28,159409,4
1594101,1594,10,5,159410,1
1594102,1594,10,12,159410,2
1594103,1594,10,19,159410,3
1594104,1594,10,26,159410,4
1594111,1594,11,2,159411,1
1594112,1594,11,9,159411,2
1594113,1594,11,16,159411,3
1594114,1594,11,23,159411,4
1594115,1594,11,30,159411,5
1594121,1594,12,7,159412,1
1594122,1594,12,14,159412,2
1594123,1594,12,21,159412,3
1594124,1594,12,28,159412,4
1595011,1595,1,4,159501,1
1595012,1595,1,11,159501,2
1595013,1595,1,18,159501,3
1595014,1595,1,25,159501,4
1595021,1595,2,1,159502,1
1595022,1595,2,8,159502,2
1595023,1595,2,15,159502,3
1595024,1595,2,22,159502,4
1595031,1595,3,1,159503,1
1595032,1595,3,8,159503,2
1595033,1595,3,15,159503,3
1595034,1595,3,22,159503,4
1595035,1595,3,29,159503,5
1595041,1595,4,5,159504,1
1595042,1595,4,12,159504,2
1595043,1595,4,19,159504,3
1595044,1595,4,26,159504,4
1595051,1595,5,3,159505,1
1595052,1595,5,10,159505,2
1595053,1595,5,17,159505,3
1595054,1595,5,24,159505,4
1595055,1595,5,31,159505,5
1595061,1595,6,7,159506,1
1595062,1595,6,14,159506,2
1595063,1595,6,21,159506,3
1595064,1595,6,28,159506,4
1595071,1595,7,5,159507,1
1595072,1595,7,12,159507,2
1595073,1595,7,19,159507,3
1595074,1595,7,26,159507,4
1595081,1595,8,2,159508,1
1595082,1595,8,9,159508,2
1595083,1595,8,16,159508,3
1595084,1595,8,23,159508,4
1595085,1595,8,30,159508,5
1595091,1595,9,6,159509,1
1595092,1595,9,13,159509,2
1595093,1595,9,20,159509,3
1595094,1595,9,27,159509,4
1595101,1595,10,4,159510,1
1595102,1595,10,11,159510,2
1595103,1595,10,18,159510,3
1595104,1595,10,25,159510,4
1595111,1595,11,1,159511,1
1595112,1595,11,8,159511,2
1595113,1595,11,15,159511,3
1595114,1595,11,22,159511,4
1595115,1595,11,29,159511,5
1595121,1595,12,6,159512,1
1595122,1595,12,13,159512,2
1595123,1595,12,20,159512,3
1595124,1595,12,27,159512,4
1596011,1596,1,3,159601,1
1596012,1596,1,10,159601,2
1596013,1596,1,17,159601,3
1596014,1596,1,24,159601,4
1596015,1596,1,31,159601,5
1596021,1596,2,7,159602,1
1596022,1596,2,14,159602,2
1596023,1596,2,21,159602,3
1596024,1596,2,28,159602,4
1596031,1596,3,6,159603,1
1596032,1596,3,13,159603,2
1596033,1596,3,20,159603,3
1596034,1596,3,27,159603,4
1596041,1596,4,3,159604,1
1596042,1596,4,10,159604,2
1596043,1596,4,17,159604,3
1596044,1596,4,24,159604,4
1596051,1596,5,1,159605,1
1596052,1596,5,8,159605,2
1596053,1596,5,15,159605,3
1596054,1596,5,22,159605,4
1596055,1596,5,29,159605,5
1596061,1596,6,5,159606,1
1596062,1596,6,12,159606,2
1596063,1596,6,19,159606,3
1596064,1596,6,26,159606,4
1596071,1596,7,3,159607,1
1596072,1596,7,10,159607,2
1596073,1596,7,17,159607,3
1596074,1596,7,24,159607,4
1596075,1596,7,31,159607,5
1596081,1596,8,7,159608,1
1596082,1596,8,14,159608,2
1596083,1596,8,21,159608,3
1596084,1596,8,28,159608,4
1596091,1596,9,4,159609,1
1596092,1596,9,11,159609,2
1596093,1596,9,18,159609,3
1596094,1596,9,25,159609,4
1596101,1596,10,2,159610,1
1596102,1596,10,9,159610,2
1596103,1596,10,16,159610,3
1596104,1596,10,23,159610,4
1596105,1596,10,30,159610,5
1596111,1596,11,6,159611,1
1596112,1596,11,13,159611,2
1596113,1596,11,20,159611,3
1596114,1596,11,27,159611,4
1596121,1596,12,4,159612,1
1596122,1596,12,11,159612,2
